 "event" , "date" ,
 "__bnode1737673" , "na 26 oktober 1347" ,
 "__bnode1742426" , "na 1709" ,
 "__bnode1742795" , "na 1874" ,
 "__bnode1746038" , "na 1596" ,
 "__bnode1747172" , "na 1682" ,
 "__bnode1747474" , "na 1550" ,
 "__bnode1750906" , "na 1730" ,
 "__bnode1750930" , "na 1675" ,
 "__bnode1750942" , "na 1675" ,
 "__bnode1757717" , "na 1631?" ,
 "__bnode1760534" , "na 1630" ,
 "__bnode1766452" , "na 1689" ,
 "__bnode1767371" , "na 1590" ,
 "__bnode1769259" , "na 1710" ,
 "__bnode1769270" , "na 1710" ,
 "__bnode1771102" , "na 1569" ,
 "__bnode1771736" , "na december 1910" ,
 "__bnode1772177" , "na 1818" ,
 "__bnode1774717" , "na 1623" ,
 "__bnode1787258" , "na 1862" ,
 "__bnode1788014" , "in of na 1672" ,
 "__bnode1789474" , "na 1703" ,
 "__bnode1789493" , "na 1703" ,
 "__bnode1790092" , "na 1666" ,
 "__bnode1793074" , "na 1690" ,
 "__bnode1793115" , "na 1636" ,
 "__bnode1793364" , "na 1619" ,
 "__bnode1793380" , "na 1619" ,
 "__bnode1793628" , "na 1662" ,
 "__bnode1793658" , " na 1662" ,
 "__bnode1793666" , " na 1662" ,
 "__bnode1794225" , "na maart 1688" ,
 "__bnode1795875" , "na 1983" ,
 "__bnode1796458" , "na 1343" ,
 "__bnode1798975" , "na 1674" ,
 "__bnode1803953" , "na 1620" ,
 "__bnode1804255" , "na 1814" ,
 "__bnode1805099" , "na 1619" ,
 "__bnode1806023" , "na 1648" ,
 "__bnode1808536" , "na 1651" ,
 "__bnode1812443" , "na 1776" ,
 "__bnode1813635" , "na 1406" ,
 "__bnode1814213" , " na 1698" ,
 "__bnode1814221" , " na 1698" ,
 "__bnode1814229" , " na 1698" ,
 "__bnode1814237" , " na 1698" ,
 "__bnode1814659" , "na 1335" ,
 "__bnode1817467" , "na 1665" ,
 "__bnode1818125" , " na 1693" ,
 "__bnode1820102" , " na 1871" ,
 "__bnode1820110" , " na 1871" ,
 "__bnode1820553" , "na 1717" ,
 "__bnode1827592" , "na 1694" ,
 "__bnode1827632" , "na 1722" ,
